text,category,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,description,category_code
"
На сколько уважаю Дмитрия Александровича и Олега Владимировича, о создании такого крутого банка, кучи их фишек, хотел и писал положительные отзывы… НО… сейчас это предел уже негатива. Обьясню почему:
1.
пт, 21 февр., 09:45 (12 дней назад)
Финмониторинг приостановил крупную сумму, ссылаясь на закон о проверке. Окей, не вопрос, данные по средствам все предоставил — т.е постоянно что то МОниторинг не устраивало, и я дополнял документами как отправителя, так и своими, за что и как я получаю деньги. Прикрепил то что Отправитель расторг депозит и прислал мне денежные средства, с обьяснениями за что и т.п Так же прикреплен паспорт что Отправитель и есть Отправитель, а не левый кто то отправил.
Ежедневно присылали ответ стандартный — Тимофей, ускорили данный вопрос на своей стороне. Дополнительно уведомим вас в обратном письме.

2. Итак......04.03.2020 — ответ до сих пор пишут ( наверное что то такое сочиняют что не могу представить себе).
В поддержке при общении через Вайбер — отвечают быстро и ТОЛЬКО рекомендуют все вопросы решать в письменном виде, коммуникация по данному вопросу происходит исключительно через почту, ответ и обработка в течении суток!!! Прошло 13 дней…
НООО, опять же, после «ускорения» с их стороны 02.03.2020, прошло 2 дня а на письма уже даже и не отвечают (то хоть раз в сутки отвечали).

«Банк вышел за рамки дозволенных требований. По запросу о происхождении и источнике средств, вся информация была предоставлена. Банк запросил дополнительную информацию по не имеющим отношения к данному зачислению транзакциям. Несмотря на то что это не относится к актуальному вопросу, данные по запросу я предоставил. Видно, банк от неожиданности впал в «ступор» и шестой день не даёт вообще никакой ответ, кроме «ожидайте, обрабатываем» хотя обрабатывать там нужно всего 10 маленьких скриншотов+двухминутное видео.

Итог: Банк вышел за рамки допустимого, максимально затягивает решение вопроса на своей стороне, запрашивает информацию не имеющую отношения к замороженному зачислению а получив ВСЕ подтверждения, просто ушёл в «Игнор» на шесть дней.
",Negative,490.0,389.0,288.0,187.0,сколько уважать дмитрий александрович олег владимирович создание такой крутой банк куча фишка хотеть писать положительный отзывы… предел негатив обьяснить почему фёвр день назад финмониторинг приостановить крупный сумма ссылаться закон проверка окей вопрос дать средство предоставить быть постоянно мониторинг устраивать дополнять документ отправитель свой получать деньга прикрепить отправитель расторгнуть депозит прислать денежный средство обьяснения прикрепить паспорт отправитель отправитель левый отправить ежедневно присылать ответ стандартный тимофей ускорить данный вопрос свой сторона дополнительно уведомить обратный письмо итак ответ пора писать наверное такой сочинять мочь представить себя поддержка общение вайбер отвечать быстро рекомендовать вопрос решать письменный коммуникация дать вопрос происходить исключительно почта ответ обработка течение сутки пройти дней… нооо «ускорения» сторона пройти день письмо отвечать сутки отвечать «банк выйти рамка дозволить требование запрос происхождение источник средство весь информация предоставить банк запросить дополнительный информация иметь отношение дать зачисление транзакция несмотря относиться актуальный вопрос дать запрос предоставить видно банк неожиданность впасть «ступор» шестой день давать вообще никакой ответ кроме «ожидать обрабатываем» хотя обрабатывать нужно маленький скриншот двухминутный видео итог банк выйти рамка допустимый максимально затягивать решение вопрос свой сторона запрашивать информация иметь отношение заморозить зачисление получить подтверждение просто уйти «игнор» шесть день,3.0
"
В мене існує борг перед А-Банком, з представниками банку вже домовилися о нових умовах, але компанія DebtFort (яка «допомагає» банку з боргами) продовжує телефонувати в незручний час, турбуть в незручний час, погрожують та в цілому по хамськи звертаються до клієнтів. Зверніть будь ласка увагу на те, до кого ви звертаєтесь та чи мають вони право псувати настрій людям та взагалі відвертають бажання звертатись по допомогу для врегулювання питань.
",Negative,491.0,390.0,289.0,188.0,існувати борг банк представник банка домовитися новий умова компанія debtfort який «допомагає» банка борг продовжувати телефонувати незручний турбути незручний погрожувати цілий хамськи звертатися клієнт звернути бути ласка увага звертатися мати вони право псувати настрій люди взагалі відвертати бажання звертатися допомога врегулювання питання,3.0
"
Ситуация такова, делал перевод денег с зарубежной карты друга (по его согласию) на свою карту, сама перевода 300грн.Дата перевода 7.03.20. После транзакции получил письмо от службы мониторинга моно банка о том что ваша карта заблокирована из за транзакции котора была проведена выше.Обьяснил ситуацию как она есть, сказали чтобы друг подтвердил свою личность, потом сказали ждать ответа от банка емитента, жду, уже 8 день на карте было 2500 которые сейчас по моему мнению незаконно удерживаются.Подзвонил в поддержку сказали написать в письме о том, что я отказываюсь от денег которые поступили мне на счёт и прошу их вернуть назад в банк, в ответ получил «Добрий день. Для вирішення питання необхідно дочекатись відповіді від банку-емітента. Як тільки ми її отримаємо — повідомимо вас у зворотному листі.».Сколько ещё ждать месяць год??? Можно ли как то вернуть деньги?
",Negative,492.0,391.0,290.0,189.0,ситуация таков делать перевод деньга зарубежный карта друг согласие карта перевод дата перевод транзакция получить письмо служба мониторинг моно банк карта заблокировать транзакция котор провести выше обьяснил ситуация есть сказать друг подтвердить личность сказать ждать ответ банк емитент ждать день карта который мнение незаконно удерживаться подзвонить поддержка сказать написать письмо отказываться деньга который поступить счёт просить вернуть назад банк ответ получить «добрий день вирішенний питанний необхідно дочекатиться відповіді банк емітент тілька отримаємый повідомить зворотный листі сколько ждать месяць вернуть деньга,3.0
"
После переписки в вайбере о покупке товара (памперсы) доверилась и оплатила все наперед. (Сумма небольшая 280грн). Товар так и не был отправлен. Точнее позже был скинут номер накладной, которая не существует. Объявление на ОЛХ так и осталось, добавилось новое ещё. Пишу, может это кому то поможет не сделать такую глупость, как я. Вот номер карты мошенника 5375 4141 0978 7100 и телефон 093 158 90 32
",Negative,493.0,392.0,291.0,190.0,переписка вайбер покупка товар памперс довериться оплатить наперёд сумма небольшой товар отправить точнее поздний скинуть номер накладный который существовать объявление остаться добавиться новый писать помочь сделать такой глупость номер карта мошенник телефон,3.0
"
Имею 2 открытых депозита, 2 месяца пробовал повысить кредитный лимит с 0 — отказано. Понятно что ваша оценка клиента туфта. Поддержка отписывается на почту и в ТГ текстами под копирку. Сомнительная и ненадежная банка, буду отговаривать знакомых не пользоваться этой мусорной прогой типа без отделений и закрывать карты
",Negative,494.0,393.0,292.0,191.0,иметь открытый депозит месяц пробовать повысить кредитный лимит отказать понятно оценка клиент туфта поддержка отписываться почта текст копирка сомнительный ненадёжный банк быть отговаривать знакомый пользоваться мусорный прога отделение закрывать карта,3.0
"
мои деньги месяц уже заблокированны. по непонятным причинам я все предоставил у них то выходные то не операционное время кароче полный трэш!!! помогите забрать мое лаве!!!
",Negative,495.0,394.0,293.0,192.0,деньга месяц заблокированный непонятный причина предоставить выходной операционный время кароч полный трэш помочь забрать лава,3.0
"
При заміні картки, без моєї згоди підключили страхівку. Знімає 20грн щомісяця. Коли прийшов, щоб відключили, то сказали, що інтернет у них поганий, а потім сказали, що відключать через 3 місяці. Але коли відкриваєш у них депозит, то інтернет чомусь чудово працює :-).
",Negative,496.0,395.0,294.0,193.0,заміна картка згода підключити страхівко знімати щомісяця коли прийти відключити сказати інтернет поганий потім сказати відключати місяць коли відкривати депозит інтернет чомусь чудово працювати,3.0
"
Доброго дня.
Моя мати ФОП, в неї відкрито рахунок в Альфа-Банку з 2019 року. Наприкінці 2019 року зателефонував працівник банку і повідомив, що рахунок заблоковано виконавчою службою. Виконавча служба повідомила, що блокування рахунку через ДПІ. В ДПІ виявили, що два рази нарахували один і той самий податок і що боргу зі сплати податків нема. ДПІ надала виконавчий службі лист для скасування виконавчого провадження. Виконавча служба, в свою чергу, відправила в лютому лист на головний офіс Альфа-банку з вимогою розблокувати рахунок ФОПа.
З того часу вже пройшов майже місяць. Гаряча лінія Альфа-банку направляє мене до менеджера відділення, менеджер відділення вже котрий раз говорить, що нічого не знає і вияснить пізніше. В ФОПа «заморожені» кошти порядка 8300 грн. Кожен день «простою» приносить збитки ФОПу, оскільки через блокування рахунку прийшлось позичити гроші під %.
Нічто нічого не знає, ніяких контактів ніхто не дає. Вимогу виконавчої служби банк ігнорує.

В онлайн сервісі «Ок, Альфа!» бачу взагалі цікаву ситуацію: залишок на рахунку нуль грн.!!! На початку березня списано два рази по 100 грн. за обслуговування рахунку, хоча руху коштів в лютому і березні не було, і не повинні були списувати ці кошти.

Оттакий лохотрон і ігнорування законів від Альфа-Банку.
Будьте обачними з даним банком.

З повагою Вячеслав
",Negative,497.0,396.0,295.0,194.0,добрий день мата вона відкрито рахунок альфа банка наприкінці зателефонувати працівник банка повідомити рахунок заблокувати виконавчий служба виконавчий служба повідомити блокування рахунок виявити нарахувати самий податок борг сплатити податок нема надати виконавчий служба лист скасування виконавчий провадження виконавчий служба черга відправити лютий лист головний офіс альфа банка вимога розблокувати рахунок пройти майже місяць гарячий лінія альфа банка направляти менеджер відділення менеджер відділення котрий говорити нічого знати вияснити пізніше «заморожені» кошт порядок кожний день «простою» приносити збиток оскільки блокування рахунок прийтися позичити гріш нічта нічого знати ніякий контакт ніхто давати вимога виконавчий служба банк ігнорувати онлайн сервіс альфа бачити взагалі цікавий ситуація залишок рахунок нуль початок березень списати обслуговування рахунок хоча кошт лютий березний повинний бути списувати кошт оттакий лохотрон ігнорування закон альфа банка бути обачний даний банк повага вячеслав,3.0
"
обращаюсь с ЖАЛОБОЙ, МОНОБАНК! КИЕВА!
сегодня 29.02.2020 года!!!
ПЛАТИНУМ попрошу заметить, карта, 250 грн в мес.обслуживание, ну это ладно
НО когда списываются деньги просто так, куда-то неизвестно куда, ни уведомления, ни подтверждения… ничего! 
Я зная что деньги на карте. ты на них планируешь какой-то бюджет, свои траты. а когда приходит время оплаты — то там видишь картину не очень., списания за какие-то « операции квази-наличные» или «start sochi» о которых по сегодняшний день я незнала эти названия,, карту не передавала никому, не подписана ни на приложения, ни подписки.
чисто пополняю карту и через нее происходит иногда расчет за кв, или пополнения счета, или сходить в кафе или продукты купить все!!!
позвонив оператору сразу, мне сказали звонить в 102. Ок, написала заявление в полицию. в банке вопрос не решается! как это без ведома вообще происходят транзакции мне не понять! и банк не видит на что потрачены, куда и кем… просто видят сумму. очень крайне разочарована оставив без денег клиента. ПЛатинум только название, а толку ноль… отношение ужасное. я говорю оператору о проблеме с помощью ее решить — а мне рассказывают за привилегии карты… вы серьезно??? и говорят что у меня должен быть постоянно включен мобильный интернет!!! (т.к это онлайн банкинг, и уведомления приходят в приложении монобанк!) ок… это хорошо, НО если нет возможности зайти в ИНТЕРНЕТ!!! забыла пополнить счет мобильный, в конце концов или не хочу его пополнять..!!! это вообще как? желание пропало обслуживаться в этом банке. мне заблокировали карты. и предлагают еще перевыпустить за 150 грн. издевательство!!!
что делать дальше.....??? НЕИЗВЕСТНО!!!
",Negative,498.0,397.0,296.0,195.0,обращаться жалоба монобанк киев сегодня платинум попросить заметить карта обслуживание ладный списываться деньга просто куда неизвестно куда уведомление подтверждения… ничто знать деньга карта планировать какой бюджет свой трата приходить время оплата видеть картина очень списание какой операция квази наличные» «start sochi» который сегодняшний день незнать название карта передавать никто подписать приложение подписка чисто пополнять карта происходить расчёт пополнение счёт сходить кафе продукт купить позвонить оператор сразу сказать звонить около написать заявление полиция банк вопрос решаться ведомо вообще происходить транзакция понять банк видеть потратить кем… просто видеть сумма очень крайне разочаровать оставить деньга клиент платинум название толк ноль… отношение ужасный говорить оператор проблема помощь решить рассказывать привилегия карты… серьёзно говорить должный постоянно включить мобильный интернет онлайн банкинг уведомление приходить приложение монобанк хорошо возможность зайти интернет забыть пополнить счёт мобильный конец конец хотеть пополнять вообще желание пропасть обслуживаться банк заблокировать карта предлагать перевыпустить издевательство делать далёкий неизвестно,3.0
"
Відкрила картку монобанк, гарна, стильна. сподобалось це, за це і зірочка…
На другий день роботи картки, точніше її активації, приходить сповіщення, що використала гроші для російських сайтів, таких як «Вконтакті» (на хвилиночку, я так я і всі мої близькі не користуємось таким уже кілька років)… Відразу зателефонувала на гарячу лінію, пояснила, що так і так пропали гроші, поки спала… ніхто не знав ні даних картки, ні паролю… Спеціалісти швиденько заблокували картку і сказали чекати, поки вони розберуться, нічого не робити. Це триватиме 30 днів. Десь на 29 день приходить смс-сповіщення, що мені варто проплатити мій кредит, точніше внести хоча б 100 грн, щоб не було нарахувань відсотків. Серйозно? Самі сказали нічого не платити… добре, внесла я не 100 грн, а усі, що зникли з картки, щоб закрити той рахунок… 
І на останок, як то кажуть, — а у відповідь тиша…
ось так і з усім розібралися…
",Negative,499.0,398.0,297.0,196.0,відкрити картка монобанк гарний стильний сподобатися зірочка… другий день робот картка точніше активація приходити сповіщення використати гріш російський сайт такий «вконтакті» хвилиночка весь близький користуватися такий кілька відраза зателефонувати гарячий лінія пояснити пропалити гріш поки спала… ніхто знати даний картка паролю… спеціаліст швиденько заблокувати картка сказати чекати поки вони розібратися нічого робити тривати дніти десь день приходити сповіщення варта проплатити кредит точніше внести хоча бути нарахування відсоток серйозно самий сказати нічого платити… добре внести зникнути картка закрити рахунок… останок кажуть відповідь тиша… увесь розібралися…,3.0
"
Доброго дня, використовую карту монобанку вже більше 4 місяців, ніяких проблем не було, вирішив допомогти другу переказати кошти з його зарубіжної карти оскільки він не знав як це зробити запропонував зробити цю операцію за невелику нагороду, я згодився, після успішного переказу через 2 години мою карту заблокували пояснивши це тим що кошти які поступили на мою карту не мають документального підтвердження, попросили надати документи які підтверджують надходження коштів, усе надав, пояснив ситуацію, сказали чекати відповіді від банку-емітенту, чекаю, уже четвертий день, нікому не рекомендую цей банк(((
",Negative,500.0,399.0,298.0,197.0,добрий день використовувати карта монобанка більше місяць ніякий проблема вирішити допомогти другий переказати кошт йога зарубіжний карта оскільки знати зробити запропонувати зробити операція невеликий нагорода згодитися після успішний переказ година карта заблокувати пояснивши кошт який поступити карта мати документальний підтвердження попросити надати документ який підтверджувати надходження кошт надати пояснити ситуація сказати чекати відповідь банка емітент чекати четвертий день ніхто рекомендувати банк,3.0
"
Сьогодні була не приємно здивована.
Зайшовши на карту зрозуміла що з неї зняли всі кошти. Хоча жодного підвердження операціїї я не давала.
В підтримці сказали ми нічого не знаємо, пишіть заяву і можливо вам повернуть.
Як з мєї карти без мого підтвердження було знято більше 2000 тисяч гривень!?
Я обурена, все що запропонували, це перевипустити карту та заблокувати теперішню.
Не пояснили, як могло статись що кошти було знято, невже можна і без підтвердження вже обнуляти карту? А якби у мене там більше коштів було? Це жах, я перейшла до вас з Привату з надією на кращий сервіс, але ж не тут то було!
Якщо ви оформлюєте карту, будьте готові що з неї без вашого відому можуть зняти усі гроші.
",Negative,501.0,400.0,299.0,198.0,сьогодні булий приємно здивований зайшовши карта зрозумілий вона зняти весь кошт хоча жодний підвердження операціїя давати підтримка сказати нічого знати писати заява можливо повернути карта підтвердження бути зняти більше тисяча гривня обурений запропонувати перевипустити карта заблокувати теперішній пояснити могти статися кошт бути зняти невже можна підтвердження обнуляти карта якби більше кошт бути перейти приват надія кращий сервіс бути якщо оформлювати карта бути готовий вона відомий могти зняти увесь гріш,3.0
"
По їхній кредитній картці існує пільговий період 55 днів без відсотків — брехня.Ці шарлатани вводять в оману людей.Виявляється пільговий період до 25 числа наступного місяця.тобто, якщо скористався кредитом 31 вересня, то погасити потрібно до 25 жовтня. Інший разводняк в тому, що якщо ти скористався кредитом в 10 тисяч і в пільговий період погасив 9999 грн, а гривню недоплатив, то ця шарашкіна контора нарахує тобі відсотки з 10 тисяч, та ще й такі відсотки, що калькулятор червоний. (в обіцяні 3,5 % ніяк не вкладатеся, по моїм підрахункам нарахують 5,6 %).Технічна підтримка — це клоунада — пояснити як нарахували відсотки і за що вони не можуть, відправляють у банк. Діяльність цього банку більш підпадає під визначення у кримінальному кодексі — «шахрайство».Обходьте десятою дорогою.
",Negative,502.0,401.0,300.0,199.0,їхній кредитний картка існувати пільговий період дніти відсоток брехня шарлатан вводити оман люди виявлятися пільговий період число наступний місяць тобто якщо скористатися кредит вересень погасити потрібно жовтень інший разводняк якщо скористатися кредит тисяча пільговий період погасити гривня недоплатити шарашкіна контора нарахувати тобі відсоток тисяча такий відсоток калькулятор червоний обіцяний ніяк вкладаитися підрахунок нарахувати технічний підтримка клоунада пояснити нарахувати відсоток вони могти відправляти банк діяльність банка більш підпадати визначення кримінальний кодекс «шахрайство» обходити десятий дорогий,3.0
Почему нельзя позвонить на гарячую линию,Hotline,503.0,402.0,301.0,200.0,почему позвонить гарячуя линия,1.0
"Добрый день, какой у меня остаток по кредиту? Номер договора 6242307483",Hotline,504.0,403.0,302.0,201.0,добрый день остаток кредит номер договор,1.0
"У меня был депозит в Альфа-банке. К нему был открыт карточный пакет Комфорт. Так как сума депозита была больше 20 тыс. гривен, обслуживание карты было бесплатным. 6 марта 2020г. депозит закончился. Я обратилась в отделение банка с просьбой закрыть карточный счет. Для этого в кассе банка я сняла средства с карты (остаток на 06.03.2020г. 0,00 грн.). В отделении объяснили, что заявку на закрытие карты нужно подать или через интернет-банкинг, или через горячую линию. 
7 марта 2020г. я позвонила на горячую линию с заявкой на закрытие карточного счета. 10 марта 2020 г. пришло sms, что запрос на закрытие счета принят и что счет будет закрыт в течение 45 дней.
НО! За эти 45 дней набежит ежемесячная плата за карту 10 гривен! И счет не сможет закрыться.
У меня вопрос к банку – как клиент может закрыть счет, если в Вашем банке действуют взаимоисключающие правила. По первому, для закрытия счета его нужно обнулить. А по второму, ждать закрытия счета целых 45 дней, по происшествии которых гарантированно набежит комиссия 10 гривен, которая не будет списана по причине первого правила – обнуление счета.
Сколько я должна ходить по отделениям, тратить деньги на звонки, чтобы сделать элементарную вещь – закрыть счет? Или вы хотите, чтобы ваши бывшие клиенты никогда и ни при каких условиях к вам больше не возвращались? 
",Hotline,505.0,404.0,303.0,202.0,депозит альфа банк открыть карточный пакет комфорт сума депозит гривна обслуживание карта бесплатный март депозит закончиться обратиться отделение банк просьба закрыть карточный счёт касса банк снять средство карта остаток отделение объяснить заявка закрытие карта нужно подать интернет банкинг горячий линия март позвонить горячий линия заявка закрытие карточный счёт март прийти запрос закрытие счёт принять счёт закрытый течение день день набежать ежемесячный плата карта гривна счёт смочь закрыться вопрос банк клиент закрыть счёт банк действовать взаимоисключающий правило первый закрытие счёт нужно обнулить второй ждать закрытие счёт целый день происшествие который гарантированно набежать комиссия гривна который списать причина первый правило обнуление счёт сколько должный ходить отделение тратить деньга звонок сделать элементарный вещь закрыть счёт хотеть бывший клиент какой условие возвращаться,1.0
Как мне можно узнать готова у меня карта или нет? Подавали документы где-то неделю назад? Чтоб зря не ехать в банк. Спасибо,Hotline,506.0,405.0,304.0,203.0,узнать готовый карта подавать документ неделя назад ехать банк спасибо,1.0
Хочу запросить удаление моих паспортных данных. Так как карта больше мне не нужна.,Hotline,507.0,406.0,305.0,204.0,хотеть запросить удаление паспортный дать карта нужный,1.0
"Здравствуйте, забыла пин код от карты 
Как его можно восстановить или изменить?",Hotline,508.0,407.0,306.0,205.0,здравствуйте забыть карта восстановить изменить,1.0
"Доброго вечора, підкажіть будь ласка, скільки часу займає відновлення зарплатної карти у випадку втрати?",Hotline,509.0,408.0,307.0,206.0,добрий вечір підказати бути ласка скільки займати відновлення зарплатний карта випадок втрата,1.0
Добрый день! Подскажите — как аннулировать заявку не забирая карту?,Hotline,510.0,409.0,308.0,207.0,добрый день подсказать аннулировать заявка забирать карта,1.0
"Здравствуйте. Я уже писал в службу поддержки, но все же хочу еще раз переспросить. Покупал товар в магазине Allo, в тот же день его вернул. Возврат делали на карточку Monobank 7 марта, сказали это займет три банковских дня. Сейчас 13 марта, денег нет. В сообщении поддержки ответили следующее: «На данный момент средства зарезервированы торговой точкой. Время резервирования может составлять от 1 до 11 дней. Максимальное время выхода блокированной суммы из резерва произойдет на 12 сутки.». Как это понимать? ",Hotline,511.0,410.0,309.0,208.0,здравствуйте писать служба поддержка хотеть переспросить покупать товар магазин allo день вернуть возврат делать карточка monobank март сказать занять банковский день март деньга сообщение поддержка ответить следующий данный момент средство зарезервировать торговый точка время резервирование составлять день максимальный время выход блокировать сумма резерв произойти сутки понимать,1.0
"Прошу надати вичерпну відповідь стосовно того чи видає Кредобанк банківські гарантії виконання зобов’язань (забезпечення виконання контракту, що фінансується міжнародними організаціями, наприклад NEFCO), якщо так то на яких умовах?",Hotline,512.0,411.0,310.0,209.0,просити надати вичерпний відповідь стосовно видавати кредобанк банківський гарантія виконання зобов’язання забезпечення виконання контракт фінансуватися міжнародний організація наприклад nefco якщо який умова,1.0
Добрий вечір. Як перевірити залишок по кредиту в таскомбанк. Онлайн. ,Hotline,513.0,412.0,311.0,210.0,добрий вечір перевірити залишок кредит таскомбанк онлайн,1.0
"Доброго дня!
Отримала квитанціі з попереднім боргом, хоча субсидія була нарахована і покрила всі нарахування по комунальним послугам.
Чому з'явився борг? ",Hotline,514.0,413.0,312.0,211.0,добрий день отримати квитанціий попередній борг хоча субсидія булий нарахований покрити весь нарахування комунальний послуга чома з'явитися борг,1.0
Закрыла текущий счет. Карту в отделении забрали и разрезали. Должны ли ее были деактивировать? Т.к. в tas2u она числиться как активная.,Hotline,515.0,414.0,313.0,212.0,закрыть текущий счёт карта отделение забрать разрезать должный деактивировать числиться активный,1.0
"Доброго дня. Чи можна оплатити візовий збір 17.03, чи призупинено через карантин? ",Hotline,516.0,415.0,314.0,213.0,добрий день можна оплатити візовий збір призупинити карантин,1.0
Как поменять номер смс банкинга в таскомбанк ,Hotline,517.0,416.0,315.0,214.0,поменять номер банкинг таскомбанк,1.0
Доброго дня! Яка ціна оплати візового збору?,Hotline,518.0,417.0,316.0,215.0,добрий день який ціна оплатити візовий збора,1.0
